,Path,ClassId
0,Train/20/00020_00000_00000.png,20
1,Train/20/00020_00000_00001.png,20
2,Train/20/00020_00000_00002.png,20
3,Train/20/00020_00000_00003.png,20
4,Train/20/00020_00000_00004.png,20
5,Train/20/00020_00000_00005.png,20
6,Train/20/00020_00000_00006.png,20
7,Train/20/00020_00000_00007.png,20
8,Train/20/00020_00000_00008.png,20
9,Train/20/00020_00000_00009.png,20
10,Train/20/00020_00000_00010.png,20
11,Train/20/00020_00000_00011.png,20
12,Train/20/00020_00000_00012.png,20
13,Train/20/00020_00000_00013.png,20
14,Train/20/00020_00000_00014.png,20
15,Train/20/00020_00000_00015.png,20
16,Train/20/00020_00000_00016.png,20
17,Train/20/00020_00000_00017.png,20
18,Train/20/00020_00000_00018.png,20
19,Train/20/00020_00000_00019.png,20
20,Train/20/00020_00000_00020.png,20
21,Train/20/00020_00000_00021.png,20
22,Train/20/00020_00000_00022.png,20
23,Train/20/00020_00000_00023.png,20
24,Train/20/00020_00000_00024.png,20
25,Train/20/00020_00000_00025.png,20
26,Train/20/00020_00000_00026.png,20
27,Train/20/00020_00000_00027.png,20
28,Train/20/00020_00000_00028.png,20
29,Train/20/00020_00000_00029.png,20
30,Train/20/00020_00001_00000.png,20
31,Train/20/00020_00001_00001.png,20
32,Train/20/00020_00001_00002.png,20
33,Train/20/00020_00001_00003.png,20
34,Train/20/00020_00001_00004.png,20
35,Train/20/00020_00001_00005.png,20
36,Train/20/00020_00001_00006.png,20
37,Train/20/00020_00001_00007.png,20
38,Train/20/00020_00001_00008.png,20
39,Train/20/00020_00001_00009.png,20
40,Train/20/00020_00001_00010.png,20
41,Train/20/00020_00001_00011.png,20
42,Train/20/00020_00001_00012.png,20
43,Train/20/00020_00001_00013.png,20
44,Train/20/00020_00001_00014.png,20
45,Train/20/00020_00001_00015.png,20
46,Train/20/00020_00001_00016.png,20
47,Train/20/00020_00001_00017.png,20
48,Train/20/00020_00001_00018.png,20
49,Train/20/00020_00001_00019.png,20
50,Train/20/00020_00001_00020.png,20
51,Train/20/00020_00001_00021.png,20
52,Train/20/00020_00001_00022.png,20
53,Train/20/00020_00001_00023.png,20
54,Train/20/00020_00001_00024.png,20
55,Train/20/00020_00001_00025.png,20
56,Train/20/00020_00001_00026.png,20
57,Train/20/00020_00001_00027.png,20
58,Train/20/00020_00001_00028.png,20
59,Train/20/00020_00001_00029.png,20
60,Train/20/00020_00002_00000.png,20
61,Train/20/00020_00002_00001.png,20
62,Train/20/00020_00002_00002.png,20
63,Train/20/00020_00002_00003.png,20
64,Train/20/00020_00002_00004.png,20
65,Train/20/00020_00002_00005.png,20
66,Train/20/00020_00002_00006.png,20
67,Train/20/00020_00002_00007.png,20
68,Train/20/00020_00002_00008.png,20
69,Train/20/00020_00002_00009.png,20
70,Train/20/00020_00002_00010.png,20
71,Train/20/00020_00002_00011.png,20
72,Train/20/00020_00002_00012.png,20
73,Train/20/00020_00002_00013.png,20
74,Train/20/00020_00002_00014.png,20
75,Train/20/00020_00002_00015.png,20
76,Train/20/00020_00002_00016.png,20
77,Train/20/00020_00002_00017.png,20
78,Train/20/00020_00002_00018.png,20
79,Train/20/00020_00002_00019.png,20
80,Train/20/00020_00002_00020.png,20
81,Train/20/00020_00002_00021.png,20
82,Train/20/00020_00002_00022.png,20
83,Train/20/00020_00002_00023.png,20
84,Train/20/00020_00002_00024.png,20
85,Train/20/00020_00002_00025.png,20
86,Train/20/00020_00002_00026.png,20
87,Train/20/00020_00002_00027.png,20
88,Train/20/00020_00002_00028.png,20
89,Train/20/00020_00002_00029.png,20
90,Train/20/00020_00003_00000.png,20
91,Train/20/00020_00003_00001.png,20
92,Train/20/00020_00003_00002.png,20
93,Train/20/00020_00003_00003.png,20
94,Train/20/00020_00003_00004.png,20
95,Train/20/00020_00003_00005.png,20
96,Train/20/00020_00003_00006.png,20
97,Train/20/00020_00003_00007.png,20
98,Train/20/00020_00003_00008.png,20
99,Train/20/00020_00003_00009.png,20
100,Train/20/00020_00003_00010.png,20
101,Train/20/00020_00003_00011.png,20
102,Train/20/00020_00003_00012.png,20
103,Train/20/00020_00003_00013.png,20
104,Train/20/00020_00003_00014.png,20
105,Train/20/00020_00003_00015.png,20
106,Train/20/00020_00003_00016.png,20
107,Train/20/00020_00003_00017.png,20
108,Train/20/00020_00003_00018.png,20
109,Train/20/00020_00003_00019.png,20
110,Train/20/00020_00003_00020.png,20
